from,to,weight,year,az,code
Ziffer8,Bild,2,2004,(B1-18/04),(Bild/2004/08)
Ziffer2,BZ,2,2004,(B1-17/04),(BZ/2004/04)
Ziffer8,BZ,2,2004,(B1-17/04),(BZ/2004/04)
Ziffer8,CN,2,2004,(B1-16/04),(CN/2004/01)
Ziffer1,Bild,1,2004,"(B1-8,9,10,11,12,13,14/04)",(Bild/2004/09)
Ziffer11,Bild,1,2004,"(B1-8,9,10,11,12,13,14/04)",(Bild/2004/09)
Ziffer1,Bild,1,2004,(B1-6/04),(Bild/2004/10)
Ziffer9,Bild,1,2004,(B1-6/04),(Bild/2004/10)
Ziffer2,WELZ,1,2004,(B1-5/04),(WELZ/2004/01)
Ziffer12,Bild,1,2004,(B1-193/03),(Bild/2004/11)
Ziffer7,WF,1,2004,(B1-111/03),(WF/2004/01)
Ziffer8,EZ,2,2004,(B2-9/03),(EZ/2004/01)
Ziffer7,AADW,1,2005,(BK1-212/05),(AADW/2005/01)
Ziffer7,ABZ,1,2005,(BK2-178/0),(ABZ/2005/01)
Ziffer7,ABZ,1,2006,(BK2-49/06),(ABZ/2006/01)
Ziffer11,ABZM,1,2006,(BK2-256/05),(ABZM/2006/01)
Ziffer8,ABZM,1,2005,(BK1-176/05),(ABZM/2005/01)
Ziffer9,ABZM,1,2005,(BK1-176/05),(ABZM/2005/01)
Ziffer8,ABZN,1,2006,(BK2-283/05),(ABZN/2006/01)
Ziffer7,AnW,1,2008,(BK2-251/08),(AnW/2008/01)
Ziffer7,ARF,1,2007,(BK1-77/07),(ARF/2007/01)
Ziffer7,AUGN,1,2005,(BK1-202/04),(AUGN/2005/01
Ziffer7,AUM,1,2005,(BK1-201/04),(AUM/2005/01)
Ziffer7,AUM,1,2008,(BK2-78/08),(AUM/2008/01)
Ziffer2,BA,1,2005,(BK1-133/05),(BA/2005/01)
Ziffer1,Bild,1,2007,(BK2-9/07),(Bild/2007/02)
Ziffer1,Bild,1,2009,(BK1-231-233/09),(Bild/2009/06)
Ziffer11,Bild,1,2007,(BK2-9/07),(Bild/2007/02)
Ziffer11,Bild,1,2008,"(BK2-232, 233, 234, 235, 236/08)",(Bild/2008/01)
Ziffer11,Bild,1,2009,(BK1-285/08 - BK1-290/08),(Bild/2009/01)
Ziffer11,Bild,1,2009,"(BK2-72-74/09, 86/09)",(Bild/2009/02)
Ziffer11,Bild,1,2009,(BK1-231-233/09),(Bild/2009/06)
Ziffer12,Bild,1,2007,(BK2-9/07),(Bild/2007/02)
Ziffer13,Bild,1,2005,(BK2-124/05),(Bild/2005/01)
Ziffer13,Bild,2,2009,(BK2-317/08),(Bild/2009/05)
Ziffer2,Bild,1,2009,(BK2-42/09),(Bild/2009/03)
Ziffer2,Bild,2,2009,(BK1-63/09),(Bild/2009/04)
Ziffer7,Bild,1,2007,(BK2-6/07),(Bild/2007/01)
Ziffer8,Bild,1,2005,(BK2-124/05),(Bild/2005/01)
Ziffer8,Bild,2,2005,(BA2-2/05),(Bild/2005/02)
Ziffer8,Bild,1,2006,(BK2-93 +94/06),(Bild/2006/01)
Ziffer8,Bild,1,2006,(BK1-206/06),(Bild/2006/02)
Ziffer8,Bild,2,2006,(BK2-156/06),(Bild/2006/03)
Ziffer8,Bild,2,2006,(BK2-166/06),(Bild/2006/03)
Ziffer8,Bild,2,2006,(BK2-236/06),(Bild/2006/03)
Ziffer8,Bild,1,2007,(BK1-135 und 136/07),(Bild/2007/03)
Ziffer8,Bild,1,2008,"(BK2-232, 233, 234, 235, 236/08)",(Bild/2008/01)
Ziffer8,Bild,1,2009,(BK1-285/08 - BK1-290/08),(Bild/2009/01)
Ziffer8,Bild,1,2009,"(BK2-72-74/09, 86/09)",(Bild/2009/02)
Ziffer8,Bild,2,2009,(BK1-63/09),(Bild/2009/04)
Ziffer8,Bild,2,2009,(BK2-317/08),(Bild/2009/05)
Ziffer9,Bild,1,2007,(BK1-135 und 136/07),(Bild/2007/03)
Ziffer12,BildB,1,2006,(BK2-147/06),(BildB/2006/01)
Ziffer1,BildBR,2,2008,(BK2-221/07),(BildBR/2008/01)
Ziffer13,BildBR,2,2007,(BK1-194/06),(BildBR/2007/01)
Ziffer2,BildBR,2,2007,(BK1-194/06),(BildBR/2007/01)
Ziffer2,BildBR,2,2008,(BK2-221/07),(BildBR/2008/01)
Ziffer8,BildBR,2,2008,(BK2-221/07),(BildBR/2008/01)
Ziffer11,BildD,1,2005,(BK2-202/05),(BildD/2005/01)
Ziffer8,BildD,1,2005,(BK2-202/05),(BildD/2005/01)
Ziffer1,BildH,1,2006,(BK2-252/05),(BildH/2006/01)
Ziffer12,BildH,1,2006,(BK2-252/05),(BildH/2006/01)
Ziffer8,BildH,1,2006,(BK2-252/05),(BildH/2006/01)
Ziffer8,BildHA,1,2007,(BK2-57/07),(BildHA/2007/01)
Ziffer11,BildK,2,2005,(BK2-66/05),(BildK/2005/01)
Ziffer8,BildK,2,2005,(BK2-66/05),(BildK/2005/01)
Ziffer8,BildM,2,2005,(BK2-67/05),(BildM/2005/01)
Ziffer8,BildM,1,2005,(BK1-177/05),(BildM/2005/02)
Ziffer9,BildM,1,2005,(BK1-177/05),(BildM/2005/02)
Ziffer1,BildO,1,2009,(BK1-224/09),(BildO/2009/03)
Ziffer11,BildO,1,2009,(BK2-90/09),(BildO/2009/01)
Ziffer11,BildO,1,2009,(BK2-249-09),(BildO/2009/04)
Ziffer11,BildO,1,2009,(BK2-250-09),(BildO/2009/05)
Ziffer8,BildO,2,2009,(BK2-71 +75-09),(BildO/2009/02)
Ziffer8,BildO,1,2009,(BK1-224/09),(BildO/2009/03)
Ziffer8,BildO,1,2009,(BK2-250-09),(BildO/2009/05)
Ziffer8,BildO,2,2009,(BK2-316/09),(BildO/2009/06)
Ziffer13,BildRN,1,2006,(BK2-257/05),(BildRN/2006/01)
Ziffer2,BildRN,1,2006,(BK2-257/05),(BildRN/2006/01)
Ziffer8,BildS,1,2006,(BK1-144/06),(BildS/2006/01)
Ziffer12,BMP,1,2005,"(BK1-246/04, 10/05)",(BMP/2005/01)
Ziffer8,BOZ,2,2008,(BK1-200/08),(BOZ/2008/01)
Ziffer1,BravoHH,1,2007,(BK2-56/07),(BravoHH/2007/01)
Ziffer11,BravoHH,1,2007,(BK2-56/07),(BravoHH/2007/01)
Ziffer7,BravoS,1,2005,(BK1-211/05),(BravoS/2005/01)
Ziffer2,BRZ,1,2005,(BK1-205/04),(BRZ/2005/01)
Ziffer7,Bunte,1,2008,(BK2-41/08),(Bunte/2008/01)
Ziffer1,BZB,1,2006,(BK2-1/06),(BZB/2006/01)
Ziffer6,BZB,1,2006,(BK2-1/06),(BZB/2006/01)
Ziffer8,BZB,2,2005,(BK2-113 + 114/05),(BZB/2005/01)
Ziffer9,BZB,1,2006,(BK2-1/06),(BZB/2006/01)
Ziffer7,Cosmo,1,2007,(BK1-203/07),(Cosmo/2007/01)
Ziffer2,CPC,1,2005,(BK1-130/05),(CPC/2005/01)
Ziffer7,DEFH,1,2007,(BK2-191/07),(DEFH/2007/01)
Ziffer7,DEFH,1,2008,(BK2-197/08),(DEFH/2008/01)
Ziffer1,DGB,1,2006,(BK2-246/06),(DGB/2006/01)
Ziffer2,DGB,1,2006,(BK2-246/06),(DGB/2006/01)
Ziffer8,DM,1,2007,(BK1-327/06),(DMP/2007/01)
Ziffer2,DNB,1,2009,(BK1-239/09),(DNB/2009/01)
Ziffer7,DNB,1,2007,(BK2-169/07),(DNB/2007/01)
Ziffer1,DNT,1,2008,(BK1-56/08),(DNT/2008/01)
Ziffer6,DNT,1,2008,(BK1-56/08),(DNT/2008/01)
Ziffer8,DRP,2,2009,(BK1-275/08),(DRP/2009/01)
Ziffer7,eJournal,1,2005,(BK1-11/05),(eJournal/2005/01)
Ziffer1,EUR,1,2008,(BK2-105/08),(EUR/2008/01)
Ziffer7,EUR,1,2008,(BK2-105/08),(EUR/2008/01)
Ziffer11,Express,1,2006,(BK2-101/06),(Express/2006/02)
Ziffer2,Express,1,2007,(BK1-210/07),(Express/2007/01)
Ziffer5,Express,1,2006,(BK1-295/05),(Express/2006/01)
Ziffer6,Express,2,2006,(BK2-103 + 104/06),(Express/2006/03)
Ziffer2,Focus,1,2006,(BK2-29/06),(Focus/2006/01)
Ziffer8,Focus,1,2006,(BK2-29/06),(Focus/2006/01)
Ziffer7,FocusM,1,2006,(BK2-92/06),(FocusM/2006/01)
Ziffer7,FRP,1,2006,(BK1-69/06),(FRP/2006/01)
Ziffer8,FRR,1,2006,(BK2-165/06),(FRR/2006/01)
Ziffer7,FS,1,2008,(BK1-224/07),(FS/2008/01)
Ziffer7,GoL,1,2007,(BK1-355/06),(GoL/2007/01)
Ziffer7,GONG,1,2008,(BK2-263/07),(GONG/2008/01)
Ziffer2,HAB,1,2006,(BK2-227/06),(HAB/2006/01)
Ziffer8,HAZ,2,2009,(BK2-328/09),(HAZ/2009/01)
Ziffer11,HM,1,2006,(BK2-102/06),(HM/2006/02)
Ziffer2,HM,1,2008,(BK2-254/08),(HM/2008/01)
Ziffer7,HM,1,2007,(BK1-102/07),(HM/2007/01)
Ziffer8,HM,1,2005,(BK1-78/05),(HM/2005/01)
Ziffer8,HM,2,2006,(BK2-98/06),(HM/2006/01)
Ziffer7,HUS,1,2006,(BK1-300/05),(HUS/2006/01)
Ziffer2,Impulse,1,2005,(BK1-92/05),(Impulse/2005/01)
Ziffer7,IN,1,2008,(BK2-264/07),(IN/2008/01)
Ziffer7,IN,1,2009,(BK1-183/08),(IN/2009/01)
Ziffer7,KI,1,2009,(BK1-294/08),(KI/2009/01)
Ziffer7,Kicker,1,2008,(BK2-129/08),(Kicker/2008/01)
Ziffer7,KSA,1,2007,(BK2-318/06),(KSA/2007/01)
Ziffer7,Mata,1,2007,(BK2-241/07),(Mata/2007/01)
Ziffer7,MBZ,1,2008,(BK2-193/08),(MBZ/2008/01)
Ziffer7,Merian,1,2006,(BK2-48/06),(Merian/2006/01)
Ziffer2,MM,1,2006,(BK2-50/06),(MM/2006/01)
Ziffer3,MM,1,2006,(BK2-50/06),(MM/2006/01)
Ziffer2,MNZ,2,2008,(BK2-264/07),(MNZ/2008/01)
Ziffer7,MTA,1,2006,(BK1-171/06),(MTA/2006/01)
Ziffer7,Myself,1,2006,(BK2-278/06),(Myself/2006/01)
Ziffer7,Myself,1,2009,(BK2-314/08),(Myself/2009/01)
Ziffer8,MZ,1,2007,(BK1-18/07),(MZ/2007/01)
Ziffer13,NK,1,2008,(BK1-69/08),(NK/2008/01)
Ziffer8,NK,1,2008,(BK1-69/08),(NK/2008/01)
Ziffer7,NMN,1,2006,(BK1-82/06),(NMN/2006/01)
Ziffer8,NPR,1,2006,(BK1-142/06),(NPR/2006/01)
Ziffer7,NW,1,2007,(BK2-52/07),(NW/2007/01)
Ziffer7,NW,1,2007,(BK2-148/07),(NW/2007/02)
Ziffer7,NWZ,1,2007,(BK2-320/06),(NWZ/2007/01)
Ziffer12,OBPO,1,2009,(BK1-358/09),(OBPO/2009/01)
Ziffer2,Oeko,1,2006,(BK2-36/06),(Oeko/2006/01)
Ziffer7,OSTZ,1,2006,(BK2-276/05),(OSTZ/2006/01)
Ziffer12,OVB,1,2006,(BK1-220/06),(OVB/2006/01)
Ziffer2,PAZ,1,2005,(BK1-213/04),(PAZ/2005/01)
Ziffer9,PAZ,1,2005,(BK1-213/04),(PAZ/2005/01)
Ziffer6,PCgo,1,2006,(BK2-252/06),(PCgo/2006/01)
Ziffer6,PCM,1,2006,(BK1-210/06),(PCM/2006/01)
Ziffer1,PCP,1,2007,(BK2-186/07),(PCP/2007/01)
ZifferPra,PCP,1,2007,(BK2-186/07),(PCP/2007/01)
Ziffer1,PCW,1,2009,(BK1-281/08),(PCW/2009/01)
Ziffer1,PCWO,1,2009,(BK1-281/08),(PCWO/2009/01)
Ziffer1,POP,1,2005,(BK2-60/05),(POP/2005/01)
Ziffer11,POP,1,2005,(BK2-60/05),(POP/2005/01)
Ziffer12,POP,1,2005,(BK2-60/05),(POP/2005/01)
Ziffer7,Prisma,1,2007,(BK2-94/07),(Prisma/2007/01)
Ziffer7,Prisma,1,2007,(BK2-95/07),(Prisma/2007/02)
Ziffer7,Prisma,1,2009,(BK2-53+54/09),(Prisma/2009/01)
Ziffer7,Prisma,1,2009,(BK2-181-09),(Prisma/2009/02)
Ziffer2,PS,1,2007,(BK2-313/06,(PS/2007/01)
Ziffer7,Quix,1,2007,(BK2-187/07),(Quix/2007/01)
Ziffer7,RF,1,2009,(BK2-262/08),(RF/2009/01)
Ziffer12,RNR,1,2007,(BK2-43 und 44/07),(RNR/2007/01)
Ziffer8,RS,2,2007,(BK2-244/07),(RS/2007/01)
Ziffer7,RTV,1,2007,(BK1-364/06),(RTV/2007/01)
Ziffer7,Rubin,1,2007,(BK1-225/07),(Rubin/2007/01)
Ziffer8,SA,2,2007,(BA2-4/07),(SA/2007/01)
Ziffer2,SAEZ,1,2005,(BK1-203/04),(SAEZ/2005/01)
Ziffer8,SAEZ,1,2005,(BK1-203/04),(SAEZ/2005/01)
Ziffer8,SAEZ,2,2009,(BK2-49/09),(SAEZ/2009/01)
Ziffer8,SAEZO,2,2009,(BK2-49/09),(SAEZO/2009/01)
Ziffer11,SCHB,1,2007,(BK1-362/06),(SCHB/2007/01)
Ziffer2,SCHB,1,2007,(BK1-362/06),(SCHB/2007/01)
Ziffer2,SCHN,1,2008,(BK1-142/08),(SchN/2008/01)
Ziffer7,SCHP,1,2006,(BK2-15/06),(SCHP/2006/01)
Ziffer8,SCHZ,1,2009,(BK1-234-09),(SCHZ/2009/01)
Ziffer7,Segeln,1,2005,(BK1-182/05),(Segeln/2005/01)
Ziffer12,Stern,1,2005,(BK1-210/04),(Stern/2005/01)
Ziffer12,STT,1,2005,(BK2-6/05),(STT/2005/01)
Ziffer7,Sugar,1,2007,(BK1-357/06),(Sugar/2007/01)
Ziffer2,TAZ,2,2009,(BK2-43/09),(TAZ/2009/01)
Ziffer8,TAZ,2,2009,(BK2-43/09),(TAZ/2009/01)
Ziffer2,TAZO,2,2009,(BK2-43/09),(TAZO/2009/01)
Ziffer8,TAZO,2,2009,(BK2-43/09),(TAZO/2009/01)
Ziffer7,TGS,1,2006,(BK2-118/06),(TGS/2006/01)
Ziffer1,THA,1,2006,(BK1-5/06),(THA/2006/01)
Ziffer1,THA,1,2009,(BK1-369/09),(THA/2009/01)
Ziffer2,THA,1,2006,(BK1-5/06),(THA/2006/01)
Ziffer6,THA,1,2009,(BK1-369/09),(THA/2009/01)
Ziffer9,THA,1,2006,(BK1-5/06),(THA/2006/01)
Ziffer7,TMK,1,2006,(BK2-276/06),(TMK/2006/01)
Ziffer7,TV,1,2007,(BK2-321/06),(TV/2007/01)
Ziffer7,TV,1,2007,(BK2-16/07),(TV/2007/02)
Ziffer7,TVS,1,2006,(BK2-167/06),(TVS/2006/01)
Ziffer8,TZM,2,2006,(BK2-258/06),(TZM/2006/01)
Ziffer7,UUM,1,2007,(BK2-194/07),(UUM/2007/01)
Ziffer7,VBK,1,2005,(BK1-73/05),(VBK/2005/01)
Ziffer12,Welt,1,2005,"(BK1-207, 208, 209/04, 9/05)",(Welt/2005/01)
Ziffer7,WeltAS,1,2009,(BK1-354/09),(WeltAS/2009/01)
Ziffer7,WeltO,1,2009,(BK1-311/09),(WeltO/2009/01)
Ziffer12,WUH,1,2005,"(BK2-240/04, 36/05)",(WUH/2005/01)
Ziffer13,YA,1,2009,(BK1-312/08),(YA/2009/01)
Ziffer2,AAO,0,2013,(454/13/1),(AAO/2013/1)
Ziffer8,AAO,0,2013,(454/13/1),(AAO/2013/1)
Ziffer9,AAO,0,2013,(454/13/1),(AAO/2013/1)
Ziffer7,AFDA,0,2010,(0644/10/1),(AFDA/2010/1)
Ziffer7,AUZ,0,2011,(0612/11/1),(AUZ/2011/1)
Ziffer7,B1,0,2012,(0409/12/2),(B1/2012/1)
Ziffer8,BG,0,2010,(0438/10/1),(BG/2010/1)
Ziffer11,Bild,0,2014,(0463+0464/14/2),(Bild/2014/1)
Ziffer13,Bild,1,2011,(0391/10/2 + 0429/10/2),(Bild/2011/1)
Ziffer8,Bild,1,2011,(0391/10/2 + 0429/10/2),(Bild/2011/1)
Ziffer8,Bild,1,2011,(0103/11/2),(Bild/2011/2)
Ziffer8,Bild,1,2011,(0223/11/2),(Bild/2011/3)
Ziffer8,Bild,0,2012,(0377+0378/12/1),(Bild/2012/1)
Ziffer8,Bild,0,2013,(358/13/1),(Bild/2013/1)
Ziffer8,Bild,0,2013,(0045+0046/13/2),(Bild/2013/2)
Ziffer8,Bild,0,2014,(0463+0464/14/2),(Bild/2014/1)
Ziffer8,Bild,0,2014,(0048/14/3),(Bild/2014/2)
Ziffer8,BildA,0,2010,(0382/10/1),(BildA/2010/1)
Ziffer1,BildaS,0,2014,(0597/14/2),(BildaS/2014/1)
Ziffer10,BildaS,0,2014,(0597/14/2),(BildaS/2014/1)
Ziffer12,BildaS,0,2014,(0597/14/2),(BildaS/2014/1)
Ziffer8,BildaS,1,2010,(0273/10/2),(BildaS/2010/1)
Ziffer11,BildDE,0,2014,(0474/14/1),(BildDE/2014/1)
Ziffer11,BildDE,0,2014,(0463+0464/14/2),(BildDE/2014/2)
Ziffer12,BildDE,0,2014,(0780/13/1),(BildDE/2014/5)
Ziffer13,BildDE,0,2014,(0136+0152/14/1),(BildDE/2014/3)
Ziffer8,BildDE,0,2014,(0474/14/1),(BildDE/2014/1)
Ziffer8,BildDE,0,2014,(0463+0464/14/2),(BildDE/2014/2)
Ziffer8,BildDE,0,2014,(0136+0152/14/1),(BildDE/2014/3)
Ziffer8,BildDE,0,2014,(0120/14/1),(BildDE/2014/4)
Ziffer8,BildF,1,2010,(0275/10/2),(BildF/2010/1)
Ziffer1,BildO,0,2014,(0597/14/2),(BildO/2014/1)
Ziffer10,BildO,0,2014,(0597/14/2),(BildO/2014/1)
Ziffer11,BildO,0,2010,(BK1-447/09),(BildO/2010/1)
Ziffer12,BildO,0,2014,(0597/14/2),(BildO/2014/1)
Ziffer2,BildO,0,2013,(0156+0158/13/1),(BildO/2013/7)
Ziffer7,BildO,0,2013,(689/13/2),(BildO/2013/1)
Ziffer8,BildO,0,2010,(BK1-447/09),(BildO/2010/1)
Ziffer8,BildO,0,2010,(0017/10/1),(BildO/2010/2)
Ziffer8,BildO,0,2010,(0555/10/1),(BildO/2010/3)
Ziffer8,BildO,0,2010,(0382/10/1),(BildO/2010/4)
Ziffer8,BildO,1,2011,(0821/10/2),(BildO/2011/1)
Ziffer8,BildO,1,2011,(0143/11/2),(BildO/2011/2)
Ziffer8,BildO,1,2011,(0171/11/2),(BildO/2011/3)
Ziffer8,BildO,1,2011,(0457/11/2),(BildO/2011/4)
Ziffer8,BildO,1,2012,(0787/11/2),(BildO/2012/1)
Ziffer8,BildO,0,2012,(0042/12/1),(BildO/2012/2)
Ziffer8,BildO,1,2012,(0367/12/2),(BildO/2012/3)
Ziffer8,BildO,0,2012,(0377+0378/12/1),(BildO/2012/4)
Ziffer8,BildO,1,2012,(0535/12/2),(BildO/2012/5)
Ziffer8,BildO,1,2013,(680+681+684/13/1),(BildO/2013/2)
Ziffer8,BildO,0,2013,(674/12/1 + 675/12/1),(BildO/2013/3)
Ziffer8,BildO,0,2013,(0022/13/1),(BildO/2013/4)
Ziffer8,BildO,0,2013,(721/12/2),(BildO/2013/5)
Ziffer8,BildO,0,2013,(0019/13/2),(BildO/2013/6)
Ziffer8,BildO,0,2013,(0156+0158/13/1),(BildO/2013/7)
Ziffer9,BildO,0,2010,(BK1-447/09),(BildO/2010/1)
Ziffer7,BK,0,2010,(0608/10/1),(BK/2010/1)
Ziffer2,BMPO,0,2012,(0243/12/1),(BMPO/2012/1)
Ziffer9,BMPO,0,2012,(0243/12/1),(BMPO/2012/1)
Ziffer7,BS,0,2011,(0213/11/2),(BS/2011/1)
Ziffer2,BSZ,1,2010,(BK1-390 + 391/09),(BSZ/2010/1)
Ziffer8,BSZ,1,2010,(BK1-390 + 391/09),(BSZ/2010/1)
Ziffer9,BSZ,1,2010,(BK1-390 + 391/09),(BSZ/2010/1)
Ziffer7,Bunte,0,2012,(0817/11/2),(Bunte/2012/1)
Ziffer11,BZ,1,2012,(0827/11/2),(BZ/2012/1)
Ziffer8,BZ,1,2012,(0827/11/2),(BZ/2012/1)
Ziffer13,BZO,1,2010,(BK2-431 + 432/09),(BZP/2010/1)
Ziffer8,BZO,1,2010,(BK2-431 + 432/09),(BZP/2010/1)
Ziffer8,BZO,0,2013,(455/13/2),(BZO/2013/1)
Ziffer8,BZO,0,2013,(455/13/2),(BZO/2013/1)
Ziffer1,CMP,0,2014,(0476/14/1),(CMP/2014/1)
Ziffer7,Cond,0,2013,(215/13/2),(Cond/2013/1)
Ziffer2,DA,0,2010,(BK2-441/09),(DA/2010/1)
Ziffer8,DA,0,2010,(BK2-441/09),(DA/2010/1)
Ziffer2,DGB,0,2014,(0806/13/1),(DGB/2014/1)
Ziffer8,DGB,0,2014,(0806/13/1),(DGB/2014/1)
Ziffer8,DHO,0,2014,(0051+0059+0073/14/2),(DHO/2014/1)
Ziffer7,DIA,0,2013,(749/13/2),(DIA/2013/1)
Ziffer7,DJ,0,2014,(0391/14/2),(DJ/2014/1)
Ziffer2,DL,0,2014,(0023/14/1),(DL/2014/1)
Ziffer9,DL,0,2014,(0023/14/1),(DL/2014/1)
Ziffer8,DM,0,2012,(0013/12/2),(DM/2012/1)
Ziffer8,DM,1,2012,(0835/11/2),(DM/2012/2)
Ziffer7,DN,0,2010,(0651/10/2),(DN/2010/1)
Ziffer8,DN,0,2011,(0575/11/2),(DN/2011/1)
Ziffer1,DNB,0,2013,(348/13/2),(DNB/2013/1)
Ziffer2,DNB,0,2013,(348/13/2),(DNB/2013/1)
Ziffer7,DNB,0,2010,(0650/10/2),(DNB/2010/1)
Ziffer7,DNF,0,2010,(0635/10/2),(DNF/2010/1)
Ziffer7,DNF,0,2010,(0654/10/1),(DNF/2010/2)
Ziffer8,DWE,0,2010,(0233/10/2),(DWE/2010/1)
Ziffer12,DWO,0,2012,(0026/12/1),(DWO/2012/1)
Ziffer11,ExpressO,0,2010,(BK2-442/09),(ExpressO/2010/1)
Ziffer8,ExpressO,0,2010,(BK2-442/09),(ExpressO/2010/1)
Ziffer2,FA,0,2013,(341/13/2),(FA/2013/1)
Ziffer8,FA,0,2013,(341/13/2),(FA/2013/1)
Ziffer2,FAZN,0,2014,(0776/13/1),(FAZN/2014/5)
Ziffer8,FAZN,0,2014,(0776/13/1),(FAZN/2014/5)
Ziffer2,FE,0,2013,(344/13/2),(FE/2013/1)
Ziffer11,FocusO,0,2014,(0173+0182/14/2),(FocusO/2014/1)
Ziffer7,FRW,0,2010,(0649/10/2),(FRW/2010/1)
Ziffer7,FW,0,2010,(0295/10/2),(FW/2010/1)
Ziffer7,GM,0,2010,(BK2-414/09),(GM/2010/1)
Ziffer7,GONG,0,2010,(BK2-464/09),(GONG/2010/1)
Ziffer11,GZ,0,2010,(0155/10/2),(GZ/2010/1)
Ziffer7,HUW,0,2010,(0652/10/1),(HUW/2010/1)
Ziffer7,IN,0,2013,(0038/13/1),(IN/2013/1)
Ziffer12,JF,0,2013,(686/13/1),(JF/2013/1)
Ziffer1,KE,0,2010,(0037/10/2),(KE/2010/1)
Ziffer2,KE,0,2010,(0037/10/2),(KE/2010/1)
Ziffer9,KE,0,2010,(0037/10/2),(KE/2010/1)
Ziffer7,KL,0,2013,(0230/13/1),(KL2013/1)
Ziffer7,KWM,0,2010,(0443/10/2),(KWM/2010/1)
Ziffer7,LAM,0,2014,(0374/14/2),(LAM/2014/1)
Ziffer7,LAM,0,2014,(0375/14/2),(LAM/2014/2)
Ziffer7,Lauf,0,2013,(0213/13/2),(Lauf/2013/1)
Ziffer7,Laura,0,2010,(0647/10/1),(Laura/2010/1)
Ziffer1,Lea,0,2011,(0454/11/1),(Lea/2011/1)
Ziffer7,Lea,0,2010,(0653/10/1),(Lea/2010/1)
Ziffer8,LueP,0,2011,(0669/10/3),(LueP/2011/1)
Ziffer8,LueP,0,2012,(0771/11/3),(LueP/2012/1)
Ziffer9,LV,0,2013,(712/13/1),(LV/2013/1)
Ziffer8,MBZ,1,2010,(BA2-19-09),(MBZ/2010/1)
Ziffer8,MBZ,1,2013,(0051/13/3),(MBZ/2013/1)
Ziffer1,MF,0,2013,(345/13/2),(MF/2013/1)
Ziffer2,MF,0,2013,(345/13/2),(MF/2013/1)
Ziffer7,MMP,0,2010,(0646/10/1),(MMP/2010/1)
Ziffer7,MO,0,2011,(0337/11/2),(MO/2011/1)
Ziffer7,MO,0,2012,(0597/12/2),(MO/2012/1)
Ziffer1,NK,0,2014,(0628/14/1),(NK/2014/1)
Ziffer11,NK,0,2014,(0628/14/1),(NK/2014/1)
Ziffer8,NWZO,1,2010,(0509/10/2),(NWZO/2010/1)
Ziffer8,OFN,0,2014,(0588/14/1),(OFN/2014/1)
Ziffer1,PCM,0,2012,(0768/11/1),(PCM/2012/1)
Ziffer7,PREM,0,2011,(0917/10/2),(PREM/2011/1)
Ziffer7,PREM,0,2011,(0164 + 0192/11/1),(PREM/2011/2)
Ziffer1,PW,0,2013,(334/13/2),(PW/2013/1)
Ziffer2,PW,0,2013,(334/13/2),(PW/2013/1)
Ziffer7,RCF,0,2013,(614/13/1),(RCF/2013/1)
Ziffer1,RE,0,2013,(381+469+471/13/2),(RE/2013/1)
Ziffer9,RE,0,2013,(381+469+471/13/2),(RE/2013/1)
Ziffer7,RP,0,2010,(0208/10/1),(RP/2010/1)
Ziffer7,RP,0,2011,(0252/11/1),(RP/2011/1)
Ziffer7,Runn,0,2013,(214/13/2),(Runn/2013/1)
Ziffer8,SAEZ,1,2010,(0524/10/1),(SAEZ/2010/1)
Ziffer8,SAEZ,1,2013,(0040/13/3),(SAEZ/2013/1)
Ziffer2,SHBT,0,2011,(0831/10/2),(SHBT/2011/1)
Ziffer9,SHBT,0,2011,(0831/10/2),(SHBT/2011/1)
Ziffer7,SIZ,0,2010,(0272/10/1),(SIZ/2010/1)
Ziffer2,Taz,0,2013,(0186/13/1),(TAZ/2013/1)
Ziffer9,Taz,0,2013,(0186/13/1),(TAZ/2013/1)
Ziffer2,TGSO,0,2014,(0546/14/3),(TGSO/2014/1)
Ziffer8,TGSO,0,2014,(0546/14/3),(TGSO/2014/1)
Ziffer7,Tina,0,2010,(0645/10/1),(Tina/2010/1)
Ziffer9,Titanic,0,2012,(0404/12/1),(Titanic/2012/1)
Ziffer11,TitanicO,0,2010,(BK1-451/09),(TitanicO/2010/1)
Ziffer7,TV,0,2011,(0795/10/1),(TV/2011/1)
Ziffer7,TV14,0,2010,(BK2-409/09),(TV14/2010/1)
Ziffer7,TV14,0,2010,(0671/10/2),(TV14/2010/2)
Ziffer7,TV14,0,2012,(0794/11/2),(TV14/2012/1)
Ziffer13,TZ,0,2013,(0078/13/1),(TZ/2013/1)
Ziffer8,TZ,0,2012,(0592/12/1),(TZ/2012/1)
Ziffer8,TZ,0,2013,(0078/13/1),(TZ/2013/1)
Ziffer13,TZO,0,2013,(0078/13/1),(TZO/2013/1)
Ziffer7,TZO,0,2010,(0673/10/2),(TZO/2010/1)
Ziffer7,TZO,0,2012,(0229/12/2),(TZO/2012/1)
Ziffer8,TZO,0,2012,(0592/12/1),(TZO/2012/2)
Ziffer8,TZO,0,2013,(0078/13/1),(TZO/2013/1)
Ziffer2,VA,0,2010,(0224/10/1),(VA/2010/1)
Ziffer9,VA,0,2010,(0224/10/1),(VA/2010/1)
Ziffer1,VFZF,0,2011,(0169/11/2),(VFZF/2011/1)
Ziffer2,VS,0,2011,(0016/11/1),(VS/2011/1)
